Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Position_Size,P&L,R_Multiple,Exit_Reason
2025-05-22 11:00:00+01:00,2025-05-23 12:00:00+01:00,short,1.1295605897903442,1.1369318073391914,1.1369318073391914,1.1111325459182262,18813.951826968983,-139.99870849800698,-1.009496395885229,stop_loss
2025-05-23 06:00:00+01:00,2025-05-27 16:00:00+01:00,long,1.13275945186615,1.13275945186615,1.13275945186615,1.1507503138482567,19271.134980643008,-1.3489794486450104,0.0,stop_loss
2025-05-30 15:00:00+01:00,2025-06-05 14:00:00+01:00,long,1.1357183456420898,1.146454307436943,1.1357183456420898,1.146454307436943,31800.019215881057,339.1777900321867,0.0,take_profit
2025-06-03 13:00:00+01:00,2025-06-05 14:00:00+01:00,short,1.1384334564208984,1.1463107553720473,1.1463107553720473,1.1187402090430263,17336.084030554997,-137.7750424330582,-1.008886294710167,stop_loss
2025-06-10 05:00:00+01:00,2025-06-10 14:00:00+01:00,short,1.1402509212493896,1.1447368830442428,1.1447368830442428,1.1290360167622566,31115.413850615518,-141.76063673444935,-1.0156042345434846,stop_loss
2025-06-11 11:00:00+01:00,2025-06-12 09:00:00+01:00,long,1.1442956924438477,1.1542077323794362,1.1442956924438477,1.1542077323794362,34668.985674776115,341.2135415374933,0.0,take_profit
2025-06-09 09:00:00+01:00,2025-06-12 11:00:00+01:00,long,1.1431183815002441,1.1585187715291976,1.1431183815002441,1.1585187715291976,22658.932257963057,347.37026915420824,0.0,take_profit
2025-06-10 14:00:00+01:00,2025-06-12 13:00:00+01:00,long,1.144688606262207,1.1633675754070278,1.144688606262207,1.1633675754070278,18681.78011895384,347.64866980393884,0.0,take_profit
2025-06-04 15:00:00+01:00,2025-06-24 15:00:00+01:00,long,1.1436413526535034,1.1635787227749823,1.1436413526535034,1.1635787227749823,17123.81268427664,340.20512448939894,0.0,take_profit
2025-06-25 17:00:00+01:00,2025-06-27 13:00:00+01:00,long,1.1634671688079834,1.1750337365269659,1.1634671688079834,1.1750337365269659,34172.348299399804,392.86471634070483,0.0,take_profit
2025-07-02 10:00:00+01:00,2025-07-03 14:00:00+01:00,short,1.1773016452789307,1.1773016452789307,1.1773016452789307,1.1657416588068013,35466.23593140909,-2.4826365151986365,0.0,stop_loss
2025-07-03 15:00:00+01:00,2025-07-08 08:00:00+01:00,short,1.1756407022476196,1.1756407022476196,1.1756407022476196,1.1599283581972126,26087.5212126291,-1.8261264848840368,0.0,stop_loss
2025-07-08 14:00:00+01:00,2025-07-16 16:00:00+01:00,short,1.1710972785949707,1.1710972785949707,1.1710972785949707,1.1555009375512602,26277.165126317108,-1.8394015588421975,0.0,stop_loss
2025-07-10 15:00:00+01:00,2025-07-16 16:00:00+01:00,short,1.1682243347167969,1.1682243347167969,1.1682243347167969,1.1492506098747257,21599.74556304344,-1.5119821894130407,0.0,stop_loss
2025-07-21 08:00:00+01:00,2025-07-22 16:00:00+01:00,long,1.164686679840088,1.173243263661861,1.164686679840088,1.173243263661861,47881.48642205084,406.3502480318277,0.0,take_profit
2025-07-16 21:00:00+01:00,2025-07-28 14:00:00+01:00,long,1.1642799377441406,1.1642799377441406,1.1642799377441406,1.184580597579479,20181.70618120443,-1.41271943268431,0.0,stop_loss
2025-08-05 08:00:00+01:00,2025-08-06 11:00:00+01:00,short,1.155001163482666,1.1597311298847197,1.1597311298847197,1.1431762474775318,35931.511836478436,-172.47004959009126,-1.0147992594555444,stop_loss
2025-08-08 00:00:00+01:00,2025-08-11 15:00:00+01:00,long,1.1680878400802612,1.161129168868065,1.161129168868065,1.1854845181107518,24051.68859312466,-169.05141121920514,-1.0100593917811942,stop_loss
2025-08-08 11:00:00+01:00,2025-08-12 16:00:00+01:00,short,1.1640088558197021,1.1686718840003012,1.1686718840003012,1.1523512853682045,35892.51159022269,-169.880268829002,-1.015011704259314,stop_loss
2025-08-11 13:00:00+01:00,2025-08-12 16:00:00+01:00,short,1.1623852252960205,1.1685354403853416,1.1685354403853416,1.1470096875727176,27213.323532097962,-169.27272566493326,-1.0113817157584528,stop_loss
2025-08-07 19:00:00+01:00,2025-08-13 08:00:00+01:00,short,1.162520408630371,1.1707230704426765,1.1707230704426765,1.1420137540996076,20404.083070522924,-168.796078832623,-1.0085338151933787,stop_loss
2025-08-15 10:00:00+01:00,2025-08-20 03:00:00+01:00,long,1.1690436601638794,1.1628854352235796,1.1628854352235796,1.184439222514629,25528.91251514526,-158.99980962556012,-1.011366911842066,stop_loss
